stock_id,exp_id,fragB_smiles,oligomer_smiles
SP242,,Brc1ccc2c3ccc(Br)cc3c3nccnc3c2c1,CC1(C)c2ccccc2-c2ccc(-c3ccc4c5ccc(-c6ccc7c(c6)C(C)(C)c6ccccc6-7)cc5c5nccnc5c4c3)cc21
SP243,,Brc1cc2cc3sc(Br)cc3cc2s1,CC1(C)c2ccccc2-c2ccc(-c3cc4cc5sc(-c6ccc7c(c6)C(C)(C)c6ccccc6-7)cc5cc4s3)cc21
SP244,BD09,Fc1c(F)c(Br)c2n[se]nc2c1Br,CC1(C)c2ccccc2-c2ccc(-c3c(F)c(F)c(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)c4n[se]nc34)cc21
SP245,,CCCCCCCC[Si]1(CCCCCCCC)c2cc(Br)ccc2-c2ccc(Br)cc21,CC1(C)c2ccccc2-c2ccc(-c3ccc4c(c3)[Si](C)(C)c3cc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)ccc3-4)cc21
SP246,,CCCCC(CC)CN1C(=O)c2ccc3c4c(Br)cc5c6c(ccc(c7c(Br)cc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O,CN1C(=O)c2ccc3c4c(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)cc5c6c(ccc(c7c(-c8ccc9c(c8)C(C)(C)c8ccccc8-9)cc(c2c37)C1=O)c64)C(=O)N(C)C5=O
SP247,,Brc1ccc2c(c1)C1(c3ccccc3Oc3ccccc31)c1cc(Br)ccc1-2,CC1(C)c2ccccc2-c2ccc(-c3ccc4c(c3)C3(c5ccccc5Oc5ccccc53)c3cc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)ccc3-4)cc21
SP249,O02,O=C1OC(=O)c2c(Br)ccc(Br)c21,CC1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)c4c3C(=O)OC4=O)cc21
SP250,,O=C1OC(=O)c2cc(Br)c3c4ccc5c6c(cc(Br)c(c7ccc1c2c73)c64)C(=O)OC5=O,CC1(C)c2ccccc2-c2ccc(-c3cc4c5c(ccc6c7c(-c8ccc9c(c8)C(C)(C)c8ccccc8-9)cc8c9c(ccc(c3c56)c97)C(=O)OC8=O)C(=O)OC4=O)cc21
SP251,,CCCCC(CC)CN1C(=O)c2cc(Br)c3c4c(cc(Br)c(c24)C1=O)C(=O)N(CC(CC)CCCC)C3=O,CN1C(=O)c2cc(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)c3c4c(cc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)c(c24)C1=O)C(=O)N(C)C3=O
SP253,BD10,CCCCCCCCn1nc2c(-c3ccc(Br)s3)ccc(-c3ccc(Br)s3)c2n1,Cn1nc2c(-c3ccc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)s3)ccc(-c3ccc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)s3)c2n1
SP255,,Brc1nc2sc(Br)nc2s1,CC1(C)c2ccccc2-c2ccc(-c3nc4sc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)nc4s3)cc21
SP256,BD05,Brc1ccc(Br)c2n[se]nc12,CC1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)c4n[se]nc34)cc21
SP258,,CCCCC(Cn(c1c2ccc(Br)c1)c3c2cc(c4c3)n(CC(CCCC)CC)c5c4ccc(Br)c5)CC,Cn1c2cc(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)ccc2c2cc3c(cc21)c1ccc(-c2ccc4c(c2)C(C)(C)c2ccccc2-4)cc1n3C
SP260,,CCCCCCCCn1nc2c(Br)c(F)c(F)c(Br)c2n1,Cn1nc2c(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)c(F)c(F)c(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)c2n1
SP261,,CCCCCCCCC1(CCCCCCCC)c2cc(Br)ccc2-c2ccc(-c3ccc4c(c3)C(CCCCCCCC)(CCCCCCCC)c3cc(Br)ccc3-4)cc21,CC1(C)c2ccccc2-c2ccc(-c3ccc4c(c3)C(C)(C)c3cc(-c5ccc6c(c5)C(C)(C)c5cc(-c7ccc8c(c7)C(C)(C)c7ccccc7-8)ccc5-6)ccc3-4)cc21
SP263,,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,CC1(C)c2ccccc2-c2ccc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)ccc3-4)cc21
SP264,,Brc1ccc2c(c1)[nH]c1cc3c(cc12)[nH]c1cc(Br)ccc13,CC1(C)c2ccccc2-c2ccc(-c3ccc4c(c3)[nH]c3cc5c(cc34)[nH]c3cc(-c4ccc6c(c4)C(C)(C)c4ccccc4-6)ccc35)cc21
SP266,,CCCCCCCCC1(C2=C(C=CC(=C2)C3=CC4=C(C=C3)C5=C(C4(CCCCCCCC)CCCCCCCC)C=C(C=C5)Br)C6=C1C=C(C=C6)C7=CC8=C(C=C7)C9=C(C8(CCCCCCCC)CCCCCCCC)C=C(C=C9)Br)CCCCCCCC,CC1(C)c2ccccc2-c2ccc(-c3ccc4c(c3)C(C)(C)c3cc(-c5ccc6c(c5)C(C)(C)c5cc(-c7ccc8c(c7)C(C)(C)c7cc(-c9ccc%10c(c9)C(C)(C)c9ccccc9-%10)ccc7-8)ccc5-6)ccc3-4)cc21
SP267,,COc1ccc(N(c2ccc(Br)cc2)c2ccc(Br)cc2)cc1,COc1ccc(N(c2ccc(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc2)c2ccc(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc2)cc1
SP268,,Brc1ccc(N(c2ccccc2)c2ccc(Br)cc2)cc1,CC1(C)c2ccccc2-c2ccc(-c3ccc(N(c4ccccc4)c4ccc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)cc4)cc3)cc21
SP271,,Brc1ccc(/C(=C(\c2ccccc2)c2ccc(Br)cc2)c2ccccc2)cc1,CC1(C)c2ccccc2-c2ccc(-c3ccc(/C(=C(\c4ccccc4)c4ccc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)cc4)c4ccccc4)cc3)cc21
SP275,,O=C1OC(=O)c2cc(Br)c(Br)cc21,CC1(C)c2ccccc2-c2ccc(-c3cc4c(cc3-c3ccc5c(c3)C(C)(C)c3ccccc3-5)C(=O)OC4=O)cc21
SP277,,Cc1cc(C)c(N(c2ccc(Br)cc2)c2ccc(Br)cc2)c(C)c1,Cc1cc(C)c(N(c2ccc(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc2)c2ccc(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc2)c(C)c1
SP278,,N#CC(C#N)=C1CC(=O)c2cc(Br)c(Br)cc21,CC1(C)c2ccccc2-c2ccc(-c3cc4c(cc3-c3ccc5c(c3)C(C)(C)c3ccccc3-5)C(=C(C#N)C#N)CC4=O)cc21
SP280,,O=C1OC(=O)c2c(Br)cc3c4c(c(Br)cc1c24)C(=O)OC3=O,CC1(C)c2ccccc2-c2ccc(-c3cc4c5c(c(-c6ccc7c(c6)C(C)(C)c6ccccc6-7)cc6c5c3C(=O)OC6=O)C(=O)OC4=O)cc21
SP281,BD08,Fc1c(F)c(Br)c2nonc2c1Br,CC1(C)c2ccccc2-c2ccc(-c3c(F)c(F)c(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)c4nonc34)cc21
SP283,,CCCCC(CC)COCC1(COCC(CC)CCCC)COc2c(Br)sc(Br)c2OC1,COCC1(COC)COc2c(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)sc(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)c2OC1
SP284,BD12,C1=C(C2=N[Se]N=C2C(=C1)C3=CC=C(S3)Br)C4=CC=C(S4)Br,CC1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc7c(c6)C(C)(C)c6ccccc6-7)s5)c5n[se]nc45)s3)cc21
SP285,BD13,CCCCC(CC)CN1N=C2C(=C(C(=C(C2=N1)C3=CC=C(S3)Br)F)F)C4=CC=C(S4)Br,Cn1nc2c(-c3ccc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)s3)c(F)c(F)c(-c3ccc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)s3)c2n1
SP287,,C1(=C(C2=NSN=C2C(=C1N)Br)Br)N,CC1(C)c2ccccc2-c2ccc(-c3c(N)c(N)c(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)c4nsnc34)cc21
SP288,BD06,CC1=NC2=C(C3=NSN=C3C(=C2N=C1C)Br)Br,Cc1nc2c(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)c3nsnc3c(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)c2nc1C
SP289,,COCCOCCOCCOC1=C(SC(=C1)Br)C2=C(C=C(S2)Br)OCCOCCOCCOC,COc1c(c2c(OC)cc(c3cc(C(C)(c4c5cccc4)C)c5cc3)s2)sc(c6cc(C(C)(c7c8cccc7)C)c8cc6)c1
SP291,,C(#N)C1=C(SC(=C1C#N)Br)Br,CC1(C)c2ccccc2-c2ccc(-c3sc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)c(C#N)c3C#N)cc21
SP292,,CCC(C)C1=CC=C(C=C1)N(C2=CC=C(C=C2)Br)C3=CC=C(C=C3)Br,Cc1ccc(N(c2ccc(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc2)c2ccc(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc2)cc1
SP294,X05,C1=C(SC(=N1)C2=NC=C(S2)Br)Br,CC1(C)c2ccccc2-c2ccc(-c3cnc(-c4ncc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)s4)s3)cc21
SP295,X06,C1=C(SC(=N1)Br)C2=CN=C(S2)Br,CC1(C)c2ccccc2-c2ccc(-c3ncc(-c4cnc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)s4)s3)cc21
